Site_Name,Latitude,Longitude,Category,Country,Region
Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>,44.41222222,8.931111111,Cultural,Italy,Europe and North America
The Dolomites,46.61305556,12.16305556,Natural,Italy,Europe and North America
Mantua and Sabbioneta,45.15944444,10.79444444,Cultural,Italy,Europe and North America
Longobards in Italy. Places of the Power (568-774 A.D.),46.09416667,13.43305556,Cultural,Italy,Europe and North America
Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,44.60861111,7.963611111,Cultural,Italy,Europe and North America
Mount Etna,37.75611111,14.99666667,Natural,Italy,Europe and North America
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,38.11083333,13.35305556,Cultural,Italy,Europe and North America
"Ivrea, industrial city of the 20th century",45.4575,7.869166667,Cultural,Italy,Europe and North America
Le Colline del Prosecco di Conegliano e Valdobbiadene,45.95302778,12.22611111,Cultural,Italy,Europe and North America
Padua’s fourteenth-century fresco cycles,45.41188889,11.87961111,Cultural,Italy,Europe and North America
The Porticoes of Bologna,44.49138889,11.33277778,Cultural,Italy,Europe and North America
Evaporitic Karst and Caves of Northern Apennines,44.37994444,10.38891667,Natural,Italy,Europe and North America
Via Appia. <em>Regina Viarum</em>,41.29272222,13.26272222,Cultural,Italy,Europe and North America
Funerary Tradition in the Prehistory of Sardinia – <em>The domus de janas</em>,40.08513889,8.951333333,Cultural,Italy,Europe and North America
Blue and John Crow Mountains,18.0775,-76.57111111,Mixed,Jamaica,Latin America and the Caribbean
The Archaeological Ensemble of 17th Century Port Royal,17.93861389,-76.84337778,Cultural,Jamaica,Latin America and the Caribbean
Buddhist Monuments in the Horyu-ji Area,34.61666667,135.7333333,Cultural,Japan,Asia and the Pacific
Himeji-jo,34.83333333,134.7,Cultural,Japan,Asia and the Pacific
Yakushima,30.315,130.5086111,Natural,Japan,Asia and the Pacific
Shirakami-Sanchi,40.4525,140.1155556,Natural,Japan,Asia and the Pacific
"Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)",34.98055556,135.7694444,Cultural,Japan,Asia and the Pacific
Historic Villages of Shirakawa-go and Gokayama,36.4,136.8833333,Cultural,Japan,Asia and the Pacific
Hiroshima Peace Memorial (Genbaku Dome),34.395556,132.453611,Cultural,Japan,Asia and the Pacific
Itsukushima Shinto Shrine,34.29441667,132.3246389,Cultural,Japan,Asia and the Pacific
Historic Monuments of Ancient Nara,34.67555556,135.8394444,Cultural,Japan,Asia and the Pacific
Shrines and Temples of Nikko,36.7475,139.6105556,Cultural,Japan,Asia and the Pacific
Gusuku Sites and Related Properties of the Kingdom of Ryukyu,26.20861111,127.6827778,Cultural,Japan,Asia and the Pacific
Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,33.83694444,135.7763889,Cultural,Japan,Asia and the Pacific
Shiretoko,43.94944,144.96583,Natural,Japan,Asia and the Pacific
Iwami Ginzan Silver Mine and its Cultural Landscape,35.11277778,132.435,Cultural,Japan,Asia and the Pacific
"Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land",39.00111111,141.1077778,Cultural,Japan,Asia and the Pacific
Ogasawara Islands,27.71833333,142.0997222,Natural,Japan,Asia and the Pacific
"Fujisan, sacred place and source of artistic inspiration",35.36083333,138.7275,Cultural,Japan,Asia and the Pacific
Tomioka Silk Mill and Related Sites,36.25527778,138.8877778,Cultural,Japan,Asia and the Pacific
"Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",34.43055556,131.4122222,Cultural,Japan,Asia and the Pacific
Hidden Christian Sites in the Nagasaki Region,32.80222222,128.9038889,Cultural,Japan,Asia and the Pacific
Sacred Island of Okinoshima and Associated Sites in the Munakata Region,34.245,130.1055556,Cultural,Japan,Asia and the Pacific
"Amami-Oshima Island, Tokunoshima Island, Northern part of Okinawa Island, and Iriomote Island",28.27916667,129.3783333,Natural,Japan,Asia and the Pacific
Mozu-Furuichi Kofun Group: Mounded Tombs of Ancient Japan,34.56222222,135.6094444,Cultural,Japan,Asia and the Pacific
Jomon Prehistoric Sites in Northern Japan,41.06555556,140.5522222,Cultural,Japan,Asia and the Pacific
Sado Island Gold Mines,38.04083333,138.2577778,Cultural,Japan,Asia and the Pacific
Old City of Jerusalem and its Walls,31.77777778,35.23166667,Cultural,Jerusalem (Site proposed by Jordan),Arab States
Petra,30.33056,35.44333,Cultural,Jordan,Arab States
Quseir Amra,31.80180556,36.58730556,Cultural,Jordan,Arab States
As-Salt - The Place of Tolerance and Urban Hospitality,32.04261111,35.72830556,Cultural,Jordan,Arab States
Um er-Rasas (Kastrom Mefa'a),31.50167,35.92056,Cultural,Jordan,Arab States
Wadi Rum Protected Area,29.63972222,35.43388889,Mixed,Jordan,Arab States
Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),31.83722222,35.55277778,Cultural,Jordan,Arab States
Umm Al-Jimāl,32.32694444,36.37,Cultural,Jordan,Arab States
Saryarka – Steppe and Lakes of Northern Kazakhstan,50.43333333,69.18888889,Natural,Kazakhstan,Asia and the Pacific
Mausoleum of Khoja Ahmed Yasawi,43.29769444,68.27105556,Cultural,Kazakhstan,Asia and the Pacific
Petroglyphs of the Archaeological Landscape of Tanbaly,43.80333333,75.535,Cultural,Kazakhstan,Asia and the Pacific
Mount Kenya National Park/Natural Forest,-0.155,37.31555556,Natural,Kenya,Africa
Lake Turkana National Parks,3.051305556,36.50366667,Natural,Kenya,Africa
Lamu Old Town,-2.284444444,40.8525,Cultural,Kenya,Africa
Kenya Lake System in the Great Rift Valley,-0.4425,36.24,Natural,Kenya,Africa
Sacred Mijikenda Kaya Forests,-3.931944444,39.59611111,Cultural,Kenya,Africa
"Fort Jesus, Mombasa",-4.062777778,39.67944444,Cultural,Kenya,Africa
Thimlich Ohinga Archaeological Site,-0.891338056,34.326107,Cultural,Kenya,Africa
The Historic Town and Archaeological Site of Gedi,-3.310263889,40.01726389,Cultural,Kenya,Africa
Phoenix Islands Protected Area,-3.864454,-172.650203,Natural,Kiribati,Asia and the Pacific
Sulaiman-Too Sacred Mountain,40.53111111,72.78277778,Cultural,Kyrgyzstan,Asia and the Pacific
Town of Luang Prabang,19.88889,102.13333,Cultural,Lao People's Democratic Republic,Asia and the Pacific
Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,14.84833333,105.8222222,Cultural,Lao People's Democratic Republic,Asia and the Pacific
Megalithic Jar Sites in Xiengkhuang – Plain of Jars,19.43105556,103.1522222,Cultural,Lao People's Democratic Republic,Asia and the Pacific
Historic Centre of Riga,56.95417,24.11667,Cultural,Latvia,Europe and North America
Old town of Kuldīga,56.96775,21.97152778,Cultural,Latvia,Europe and North America
Anjar,33.73194444,35.93333333,Cultural,Lebanon,Arab States
Baalbek,34.00666667,36.20416667,Cultural,Lebanon,Arab States
Byblos,34.11917,35.64555556,Cultural,Lebanon,Arab States
Tyre,33.26916667,35.19583333,Cultural,Lebanon,Arab States
Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),34.25388889,36.95111111,Cultural,Lebanon,Arab States
Rachid Karami International Fair-Tripoli,34.43777778,35.82416667,Cultural,Lebanon,Arab States
Archaeological Site of Leptis Magna,32.63833,14.29306,Cultural,Libya,Arab States
Archaeological Site of Sabratha,32.80528,12.485,Cultural,Libya,Arab States
Archaeological Site of Cyrene,32.825,21.85833,Cultural,Libya,Arab States
Rock-Art Sites of Tadrart Acacus,24.83333,10.33333,Cultural,Libya,Arab States
Old Town of Ghadamès,30.13333333,9.5,Cultural,Libya,Arab States
Vilnius Historic Centre,54.68667,25.29306,Cultural,Lithuania,Europe and North America
Kernavė Archaeological Site (Cultural Reserve of Kernavė),54.879,24.853,Cultural,Lithuania,Europe and North America
"Modernist Kaunas: Architecture of Optimism, 1919-1939",54.89694444,23.92916667,Cultural,Lithuania,Europe and North America
City of Luxembourg: its Old Quarters and Fortifications,49.61,6.13333,Cultural,Luxembourg,Europe and North America
Andrefana Dry Forests,-18.66157778,44.76738611,Natural,Madagascar,Africa
Royal Hill of Ambohimanga,-18.75917,47.56278,Cultural,Madagascar,Africa
Rainforests of the Atsinanana,-14.45972222,49.7025,Natural,Madagascar,Africa
Lake Malawi National Park,-14.03333,34.88333,Natural,Malawi,Africa
Chongoni Rock-Art Area,-14.21852077,34.20707383,Cultural,Malawi,Africa
Mount Mulanje Cultural Landscape,-15.91166667,35.65805556,Cultural,Malawi,Africa
Kinabalu Park,6.25,116.5,Natural,Malaysia,Asia and the Pacific
Gunung Mulu National Park,4.13333,114.91667,Natural,Malaysia,Asia and the Pacific
The Archaeological Heritage of Niah National Park’s Caves Complex,3.804291667,113.7807667,Cultural,Malaysia,Asia and the Pacific
"Melaka and George Town, Historic Cities of the Straits of Malacca",5.421388889,100.3458333,Cultural,Malaysia,Asia and the Pacific
Archaeological Heritage of the Lenggong Valley,5.067908333,100.9723278,Cultural,Malaysia,Asia and the Pacific
Forest Research Institute Malaysia Forest Park Selangor,3.22925,101.6272778,Cultural,Malaysia,Asia and the Pacific
Old Towns of Djenné,13.90639,-4.555,Cultural,Mali,Africa
Timbuktu,16.77333333,-2.999444444,Cultural,Mali,Africa
Cliff of Bandiagara (Land of the Dogons),14.33333,-3.41667,Mixed,Mali,Africa
Tomb of Askia,16.2898,-0.04456,Cultural,Mali,Africa
Ħal Saflieni Hypogeum,35.86959,14.50688337,Cultural,Malta,Europe and North America
City of Valletta,35.90056,14.51444,Cultural,Malta,Europe and North America
Megalithic Temples of Malta,36.04908,14.26947,Cultural,Malta,Europe and North America
Bikini Atoll Nuclear Test Site,11.6,165.3805556,Cultural,Marshall Islands,Asia and the Pacific
Banc d'Arguin National Park,20.23472,-16.10889,Natural,Mauritania,Arab States
"Ancient <I>Ksour</I> of Ouadane, Chinguetti, Tichitt and Oualata",20.92889,-11.62361,Cultural,Mauritania,Arab States
Aapravasi Ghat,-20.15863889,57.50316667,Cultural,Mauritius,Africa
Le Morne Cultural Landscape,-20.45194444,57.32833333,Cultural,Mauritius,Africa
Sian Ka'an,19.38333,-87.79167,Natural,Mexico,Latin America and the Caribbean
Pre-Hispanic City and National Park of Palenque,17.48333,-92.05,Cultural,Mexico,Latin America and the Caribbean
Historic Centre of Mexico City and Xochimilco,19.41833,-99.13278,Cultural,Mexico,Latin America and the Caribbean
Pre-Hispanic City of Teotihuacan,19.69167,-98.84167,Cultural,Mexico,Latin America and the Caribbean
Historic Centre of Oaxaca and Archaeological Site of Monte Albán,17.061579,-96.725885,Cultural,Mexico,Latin America and the Caribbean
Historic Centre of Puebla,19.045967,-98.197769,Cultural,Mexico,Latin America and the Caribbean
Historic Town of Guanajuato and Adjacent Mines,21.01694,-101.25556,Cultural,Mexico,Latin America and the Caribbean
Pre-Hispanic City of Chichen-Itza,20.682739,-88.568654,Cultural,Mexico,Latin America and the Caribbean
Whale Sanctuary of El Vizcaino,27.79222,-114.22778,Natural,Mexico,Latin America and the Caribbean
"Archaeological Zone of Paquimé, Casas Grandes",30.367128,-107.948122,Cultural,Mexico,Latin America and the Caribbean
Historic Centre of Morelia,19.700927,-101.190376,Cultural,Mexico,Latin America and the Caribbean
"El Tajin, Pre-Hispanic City",20.446095,-97.377642,Cultural,Mexico,Latin America and the Caribbean
Historic Centre of Zacatecas,22.775484,-102.573531,Cultural,Mexico,Latin America and the Caribbean
Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,18.93472222,-98.89777778,Cultural,Mexico,Latin America and the Caribbean
Rock Paintings of the Sierra de San Francisco,27.626963,-113.020427,Cultural,Mexico,Latin America and the Caribbean
Pre-Hispanic Town of Uxmal,20.36166667,-89.77027778,Cultural,Mexico,Latin America and the Caribbean
Historic Monuments Zone of Querétaro,20.593292,-100.392135,Cultural,Mexico,Latin America and the Caribbean
"Hospicio Cabañas, Guadalajara",20.676888,-103.337798,Cultural,Mexico,Latin America and the Caribbean
Historic Monuments Zone of Tlacotalpan,18.613459,-95.658676,Cultural,Mexico,Latin America and the Caribbean
Historic Fortified Town of Campeche,19.84639,-90.53722,Cultural,Mexico,Latin America and the Caribbean
Archaeological Monuments Zone of Xochicalco,18.803972,-99.29639,Cultural,Mexico,Latin America and the Caribbean
"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",18.05302778,-89.73728333,Mixed,Mexico,Latin America and the Caribbean
Franciscan Missions in the Sierra Gorda of Querétaro,21.20438889,-99.46411111,Cultural,Mexico,Latin America and the Caribbean
Luis Barragán House and Studio,19.41119788,-99.19235334,Cultural,Mexico,Latin America and the Caribbean
Islands and Protected Areas of the Gulf of California,27.62667,-112.54583,Natural,Mexico,Latin America and the Caribbean
Agave Landscape and Ancient Industrial Facilities of Tequila,20.86305556,-103.7786111,Cultural,Mexico,Latin America and the Caribbean
Central University City Campus of the <i>Universidad Nacional Autónoma de México</i> (UNAM),19.33222222,-99.18805556,Cultural,Mexico,Latin America and the Caribbean
Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,20.91444444,-100.7463889,Cultural,Mexico,Latin America and the Caribbean
Monarch Butterfly Biosphere Reserve,19.60638889,-100.2416667,Natural,Mexico,Latin America and the Caribbean
Camino Real de Tierra Adentro,22.60805556,-102.3791667,Cultural,Mexico,Latin America and the Caribbean
Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,16.95083333,-96.42111111,Cultural,Mexico,Latin America and the Caribbean
El Pinacate and Gran Desierto de Altar Biosphere Reserve,32.0,-113.9166667,Natural,Mexico,Latin America and the Caribbean
Aqueduct of Padre Tembleque Hydraulic System,19.83527778,-98.66256667,Cultural,Mexico,Latin America and the Caribbean
Archipiélago de Revillagigedo,18.78805556,-110.9752778,Natural,Mexico,Latin America and the Caribbean
Tehuacán-Cuicatlán Valley: originary habitat of Mesoamerica,17.98996111,-97.18715278,Mixed,Mexico,Latin America and the Caribbean
Wixárika Route through Sacred Sites to Wirikuta (Tatehuarí Huajuyé),22.59786389,-103.2801528,Cultural,Mexico,Latin America and the Caribbean
Nan Madol: Ceremonial Centre of Eastern Micronesia,6.839722222,158.3308333,Cultural,Micronesia (Federated States of),Asia and the Pacific
Orkhon Valley Cultural Landscape,47.479214,102.678482,Cultural,Mongolia,Asia and the Pacific
Petroglyphic Complexes of the Mongolian Altai,49.33388889,88.39527778,Cultural,Mongolia,Asia and the Pacific
Great Burkhan Khaldun Mountain and its surrounding sacred landscape,48.76197778,109.0093278,Cultural,Mongolia,Asia and the Pacific
Deer Stone Monuments and Related Bronze Age Sites,47.74277778,101.2258333,Cultural,Mongolia,Asia and the Pacific
Durmitor National Park,43.133,19.0166,Natural,Montenegro,Europe and North America
Natural and Culturo-Historical Region of Kotor,42.48333,18.7,Cultural,Montenegro,Europe and North America
Medina of Fez,34.06111,-4.97778,Cultural,Morocco,Arab States
Medina of Marrakesh,31.63139,-7.98667,Cultural,Morocco,Arab States
Ksar of Ait-Ben-Haddou,31.04722,-7.12889,Cultural,Morocco,Arab States
Medina of Essaouira (formerly Mogador),31.51411111,-9.770305556,Cultural,Morocco,Arab States
Historic City of Meknes,33.88333,-5.55833,Cultural,Morocco,Arab States
Archaeological Site of Volubilis,34.07389,-5.55694,Cultural,Morocco,Arab States
Medina of Tétouan (formerly known as Titawin),35.57083,-5.36667,Cultural,Morocco,Arab States
Portuguese City of Mazagan (El Jadida),33.25667,-8.50194,Cultural,Morocco,Arab States
"Rabat, Modern Capital and Historic City: a Shared Heritage",34.02416667,-6.822777778,Cultural,Morocco,Arab States
Island of Mozambique,-15.03417,40.73583,Cultural,Mozambique,Africa
Pyu Ancient Cities,22.47,95.81861111,Cultural,Myanmar,Asia and the Pacific
Bagan,21.14888889,94.88444444,Cultural,Myanmar,Asia and the Pacific
Twyfelfontein or /Ui-//aes,-20.597,14.376,Cultural,Namibia,Africa
Namib Sand Sea,-24.88527778,15.40777778,Natural,Namibia,Africa
Sagarmatha National Park,27.96528,86.91306,Natural,Nepal,Asia and the Pacific
Kathmandu Valley,27.70395,85.30858,Cultural,Nepal,Asia and the Pacific
Chitwan National Park,27.5,84.33333,Natural,Nepal,Asia and the Pacific
"Lumbini, the Birthplace of the Lord Buddha",27.46889,83.27611,Cultural,Nepal,Asia and the Pacific
Schokland and Surroundings,52.63861111,5.771666667,Cultural,Netherlands (Kingdom of the),Europe and North America
Dutch Water Defence Lines,52.555,4.791388889,Cultural,Netherlands (Kingdom of the),Europe and North America
Mill Network at Kinderdijk-Elshout,51.8825,4.649444444,Cultural,Netherlands (Kingdom of the),Europe and North America
"Historic Area of Willemstad, Inner City and Harbour, Curaçao",12.10194,-68.90222,Cultural,Netherlands (Kingdom of the),Europe and North America
Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),52.84583,5.67889,Cultural,Netherlands (Kingdom of the),Europe and North America
Droogmakerij de Beemster (Beemster Polder),52.54888889,4.911111111,Cultural,Netherlands (Kingdom of the),Europe and North America
Rietveld Schröderhuis (Rietveld Schröder House),52.08533333,5.147555556,Cultural,Netherlands (Kingdom of the),Europe and North America
Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,52.365,4.887777778,Cultural,Netherlands (Kingdom of the),Europe and North America
Van Nellefabriek,51.92444444,4.4325,Cultural,Netherlands (Kingdom of the),Europe and North America
Eisinga Planetarium in Franeker,53.187375,5.543752778,Cultural,Netherlands (Kingdom of the),Europe and North America
Tongariro National Park,-39.29083333,175.5622222,Mixed,New Zealand,Asia and the Pacific
Te Wahipounamu – South West New Zealand,-45.03602778,167.3196111,Natural,New Zealand,Asia and the Pacific
New Zealand Sub-Antarctic Islands,-50.75,166.1044444,Natural,New Zealand,Asia and the Pacific
Ruins of León Viejo,12.40047,-86.616336,Cultural,Nicaragua,Latin America and the Caribbean
León Cathedral,12.435,-86.87805556,Cultural,Nicaragua,Latin America and the Caribbean
Air and Ténéré Natural Reserves,19.07619264,9.661999998,Natural,Niger,Africa
Historic Centre of Agadez,16.97361111,7.991388889,Cultural,Niger,Africa
Sukur Cultural Landscape,10.74056,13.57194,Cultural,Nigeria,Africa
Osun-Osogbo Sacred Grove,7.75556,4.55222,Cultural,Nigeria,Africa
Røros Mining Town and the Circumference,62.57388889,11.38555556,Cultural,Norway,Europe and North America
Urnes Stave Church,61.29825949,7.322678289,Cultural,Norway,Europe and North America
Bryggen,60.39722,5.32306,Cultural,Norway,Europe and North America
Rock Art of Alta,69.95,23.18333,Cultural,Norway,Europe and North America
Vegaøyan – The Vega Archipelago,65.61667,11.75,Cultural,Norway,Europe and North America
West Norwegian Fjords – Geirangerfjord and Nærøyfjord,62.11667,7.16667,Natural,Norway,Europe and North America
Rjukan-Notodden Industrial Heritage Site,59.87861111,8.593611111,Cultural,Norway,Europe and North America
Bahla Fort,22.96417,57.30111,Cultural,Oman,Arab States
"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",23.26986,56.745,Cultural,Oman,Arab States
Land of Frankincense,18.25333,53.64759,Cultural,Oman,Arab States
<i>Aflaj</i> Irrigation Systems of Oman,22.99888889,57.53605556,Cultural,Oman,Arab States
Ancient City of Qalhat,22.69522222,59.37811111,Cultural,Oman,Arab States
Archaeological Ruins at Moenjodaro,27.32916667,68.13888889,Cultural,Pakistan,Asia and the Pacific
Taxila,33.77916667,72.8875,Cultural,Pakistan,Asia and the Pacific
Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,34.32083333,71.94583333,Cultural,Pakistan,Asia and the Pacific
"Historical Monuments at Makli, Thatta",24.76666667,67.9,Cultural,Pakistan,Asia and the Pacific
Fort and Shalamar Gardens in Lahore,31.59027778,74.30972222,Cultural,Pakistan,Asia and the Pacific
Rohtas Fort,32.9625,73.58888889,Cultural,Pakistan,Asia and the Pacific
Rock Islands Southern Lagoon,7.246925,134.3525,Mixed,Palau,Asia and the Pacific
Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,9.553888889,-79.65583333,Cultural,Panama,Latin America and the Caribbean
Darien National Park,7.736111111,-77.54722222,Natural,Panama,Latin America and the Caribbean
Coiba National Park and its Special Zone of Marine Protection,7.433,-81.766,Natural,Panama,Latin America and the Caribbean
The Colonial Transisthmian Route of Panamá,9.323172222,-79.999775,Cultural,Panama,Latin America and the Caribbean
Kuk Early Agricultural Site,-5.783711111,144.3317222,Cultural,Papua New Guinea,Asia and the Pacific
Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,-27.131613,-55.702672,Cultural,Paraguay,Latin America and the Caribbean
City of Cuzco,-13.517276,-71.980004,Cultural,Peru,Latin America and the Caribbean
Historic Sanctuary of Machu Picchu,-13.184934,-72.533443,Mixed,Peru,Latin America and the Caribbean
Chavin (Archaeological Site),-9.592772544,-77.1784535,Cultural,Peru,Latin America and the Caribbean
Huascarán National Park,-9.33333,-77.4,Natural,Peru,Latin America and the Caribbean
Chan Chan Archaeological Zone,-8.107836,-79.074737,Cultural,Peru,Latin America and the Caribbean
Manú National Park,-12.25,-71.75,Natural,Peru,Latin America and the Caribbean
Historic Centre of Lima,-12.046542,-77.0304,Cultural,Peru,Latin America and the Caribbean
Río Abiseo National Park,-7.75,-77.25,Mixed,Peru,Latin America and the Caribbean
Lines and Geoglyphs of Nasca and Palpa,-14.72583,-75.14861,Cultural,Peru,Latin America and the Caribbean
Historical Centre of the City of Arequipa,-16.398353,-71.536777,Cultural,Peru,Latin America and the Caribbean
Sacred City of Caral-Supe,-10.89166667,-77.52138889,Cultural,Peru,Latin America and the Caribbean
Chankillo Archaeoastronomical Complex,-9.556861111,-78.23591667,Cultural,Peru,Latin America and the Caribbean
Historic City of Vigan,17.575,120.3875,Cultural,Philippines,Asia and the Pacific
Puerto-Princesa Subterranean River National Park,10.16666667,118.9166667,Natural,Philippines,Asia and the Pacific
Tubbataha Reefs Natural Park,8.953333333,119.8675,Natural,Philippines,Asia and the Pacific
Baroque Churches of the Philippines,14.59,120.97,Cultural,Philippines,Asia and the Pacific
Rice Terraces of the Philippine Cordilleras,16.93389,121.13667,Cultural,Philippines,Asia and the Pacific
Mount Hamiguitan Range Wildlife Sanctuary,6.717169444,126.1734306,Natural,Philippines,Asia and the Pacific
Historic Centre of Kraków,50.06138889,19.93722222,Cultural,Poland,Europe and North America
Historic Centre of Warsaw,52.25,21.013,Cultural,Poland,Europe and North America
Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>,50.03888889,19.175,Cultural,Poland,Europe and North America
Wieliczka and Bochnia Royal Salt Mines,49.97916667,20.06388889,Cultural,Poland,Europe and North America
Old City of Zamość,50.71694444,23.25277778,Cultural,Poland,Europe and North America
Medieval Town of Toruń,53.01055556,18.60416667,Cultural,Poland,Europe and North America
Castle of the Teutonic Order in Malbork,54.041,19.02972222,Cultural,Poland,Europe and North America
Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,49.86668,19.676361,Cultural,Poland,Europe and North America
Wooden Churches of Southern Małopolska,49.75,21.23333333,Cultural,Poland,Europe and North America
Churches of Peace in Jawor and Świdnica,51.05427778,16.19594444,Cultural,Poland,Europe and North America
Centennial Hall in Wrocław,51.10694722,17.07701389,Cultural,Poland,Europe and North America
Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,50.44269722,18.85122778,Cultural,Poland,Europe and North America
Krzemionki Prehistoric Striped Flint Mining Region,50.96797222,21.50230556,Cultural,Poland,Europe and North America
Central Zone of the Town of Angra do Heroismo in the Azores,38.655,-27.22,Cultural,Portugal,Europe and North America
Monastery of the Hieronymites and Tower of Belém in Lisbon,38.69194,-9.21583,Cultural,Portugal,Europe and North America
Monastery of Batalha,39.65778,-8.82694,Cultural,Portugal,Europe and North America
Convent of Christ in Tomar,39.60472,-8.4175,Cultural,Portugal,Europe and North America
Historic Centre of Évora,38.57306,-7.90778,Cultural,Portugal,Europe and North America
Monastery of Alcobaça,39.55,-8.97667,Cultural,Portugal,Europe and North America
Cultural Landscape of Sintra,38.78333,-9.41667,Cultural,Portugal,Europe and North America
"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar",41.14166667,-8.616666667,Cultural,Portugal,Europe and North America
Laurisilva of Madeira,32.76666667,-17.0,Natural,Portugal,Europe and North America
Historic Centre of Guimarães and Couros Zone,41.443,-8.292777778,Cultural,Portugal,Europe and North America
Alto Douro Wine Region,41.10166667,-7.798888889,Cultural,Portugal,Europe and North America
Landscape of the Pico Island Vineyard Culture,38.51344444,-28.54116667,Cultural,Portugal,Europe and North America
Garrison Border Town of Elvas and its Fortifications,38.88061944,-7.163322222,Cultural,Portugal,Europe and North America
University of Coimbra – Alta and Sofia,40.20781111,-8.425775,Cultural,Portugal,Europe and North America
"Royal Building of <i>Mafra</i> – Palace, Basilica, Convent, <i>Cerco</i> Garden and Hunting Park (<i>Tapada</i>)",38.93716667,-9.325527778,Cultural,Portugal,Europe and North America
Sanctuary of Bom Jesus do Monte in Braga,41.55494444,-8.377027778,Cultural,Portugal,Europe and North America
Al Zubarah Archaeological Site,25.97805556,51.02972222,Cultural,Qatar,Arab States
Seokguram Grotto and Bulguksa Temple,35.791498,129.349029,Cultural,Republic of Korea,Asia and the Pacific
"Haeinsa Temple Janggyeong Panjeon, the Depositories for the <I>Tripitaka Koreana</I> Woodblocks",35.801672,128.098711,Cultural,Republic of Korea,Asia and the Pacific
Jongmyo Shrine,37.57472222,126.9936111,Cultural,Republic of Korea,Asia and the Pacific
Changdeokgung Palace Complex,37.57888889,126.9911111,Cultural,Republic of Korea,Asia and the Pacific
Hwaseong Fortress,37.27222,127.00833,Cultural,Republic of Korea,Asia and the Pacific
Gyeongju Historic Areas,35.78889,129.22667,Cultural,Republic of Korea,Asia and the Pacific
"Gochang, Hwasun and Ganghwa Dolmen Sites",34.96667,126.92917,Cultural,Republic of Korea,Asia and the Pacific
Jeju Volcanic Island and Lava Tubes,33.46888889,126.7202778,Natural,Republic of Korea,Asia and the Pacific
Royal Tombs of the Joseon Dynasty,37.19722222,128.4527778,Cultural,Republic of Korea,Asia and the Pacific
Historic Villages of Korea: Hahoe and Yangdong,36.53916667,128.5166667,Cultural,Republic of Korea,Asia and the Pacific
Namhansanseong,37.47888889,127.1811111,Cultural,Republic of Korea,Asia and the Pacific
Baekje Historic Areas,36.46194444,127.1272222,Cultural,Republic of Korea,Asia and the Pacific
"Seowon, Korean Neo-Confucian Academies",36.72729722,128.8434278,Cultural,Republic of Korea,Asia and the Pacific
"Sansa, Buddhist Mountain Monasteries in Korea",36.54194444,127.8333333,Cultural,Republic of Korea,Asia and the Pacific
"Getbol, Korean Tidal Flats",34.82882222,126.1044444,Natural,Republic of Korea,Asia and the Pacific
Gaya Tumuli,35.23726389,128.873725,Cultural,Republic of Korea,Asia and the Pacific
Petroglyphs along the Bangucheon Stream,35.60845,129.1739972,Cultural,Republic of Korea,Asia and the Pacific
Danube Delta,45.08333,29.5,Natural,Romania,Europe and North America
Villages with Fortified Churches in Transylvania,46.13583333,24.77305556,Cultural,Romania,Europe and North America
Monastery of Horezu,45.16972222,24.00722222,Cultural,Romania,Europe and North America
Churches of Moldavia,47.77833333,25.71277778,Cultural,Romania,Europe and North America
Historic Centre of Sighişoara,46.21777778,24.79222222,Cultural,Romania,Europe and North America
Wooden Churches of Maramureş,47.82083333,24.05583333,Cultural,Romania,Europe and North America
Dacian Fortresses of the Orastie Mountains,45.62305556,23.31194444,Cultural,Romania,Europe and North America
Brâncuși Monumental Ensemble of Târgu Jiu,45.03827778,23.27877778,Cultural,Romania,Europe and North America
Roșia Montană Mining Landscape,46.30611111,23.13055556,Cultural,Romania,Europe and North America
Frontiers of the Roman Empire – Dacia,47.18078889,23.15941111,Cultural,Romania,Europe and North America
